epoch,train_all,train_many,train_median,train_low,val_all,val_many,val_median,val_low,val_fscore
1,0.2841796875,0.09116289541821457,0.08333333333333333,0.0,0.1005859375,0.14285714285714285,0.0,0.0,0.018278615794143742
2,0.3447265625,0.143161094224924,0.0,0.0,0.0986328125,0.14285714285714285,0.0,0.0,0.017987533392698127
3,0.412109375,0.16296296296296298,0.0,0.0,0.09765625,0.14119553425522857,0.0,0.0,0.025819314028329866
4,0.353515625,0.14802431610942252,0.0,0.0,0.0986328125,0.14285714285714285,0.0,0.0,0.017955555555555554
5,0.3896484375,0.15254981425194192,0.0,0.0,0.0859375,0.12551626591230552,0.0,0.0,0.02794885177453027
6,0.4697265625,0.15075987841945288,0.0,0.0,0.1318359375,0.18976668818060724,0.0,0.0,0.04247455575727567
7,0.4111328125,0.16595744680851063,0.0,0.0,0.103515625,0.1497370264072177,0.0,0.0,0.026035551206784087
8,0.46875,0.16073398626590116,0.0,0.0,0.1240234375,0.18120718467285163,0.0,0.0,0.056185527722331895
9,0.4521484375,0.17837442305527412,0.0,0.0,0.1181640625,0.17083577675073716,0.0,0.0,0.03820266919427601
10,0.4775390625,0.178419452887538,0.0,0.0,0.11328125,0.163551722717348,0.0,0.0,0.03423355004506837
11,0.4609375,0.1735562310030395,0.0,0.0,0.1220703125,0.17619738811606542,0.0,0.0,0.05721704939477155
12,0.4912109375,0.18328267477203647,0.0,0.0,0.1142578125,0.1649386852693591,0.0,0.0,0.03610888977742237
13,0.490234375,0.1717325227963526,0.0,0.0,0.1416015625,0.203117781958501,0.0,0.0,0.057358307350613855
14,0.4853515625,0.18798829224361138,0.0,0.0,0.1318359375,0.19006207000727812,0.0,0.0,0.05944588690639387
15,0.4970703125,0.18279860407519982,0.0,0.0,0.154296875,0.22268123206217985,0.0,0.0,0.06899791876522714
16,0.4873046875,0.20122706292919057,0.0,0.0,0.1923828125,0.27734279946718665,0.0,0.0,0.0878685743539449
17,0.4873046875,0.2032646628391309,0.0,0.0,0.1884765625,0.2712948188022686,0.0,0.0,0.08480763517528225
18,0.4951171875,0.19132049983113814,0.0,0.0,0.193359375,0.2790501366364098,0.0,0.0,0.092412899723112
19,0.5244140625,0.2119103906337949,0.0,0.0,0.20703125,0.2991599950563711,0.0,0.0,0.10292634086486815
20,0.5419921875,0.2347517730496454,0.0,0.0,0.2109375,0.30427926010354156,0.0,0.0,0.1009021414873406
21,0.5283203125,0.2372959585725543,0.0,0.0,0.2109375,0.30380906606610736,0.0,0.0,0.09873627819772464
22,0.552734375,0.2560733986265901,0.0,0.0,0.1826171875,0.2628605759327666,0.0,0.0,0.08369598146663103
23,0.544921875,0.2530001125745806,0.0,0.0,0.2021484375,0.29135881133189606,0.0,0.0,0.09537735356799165
24,0.5458984375,0.24940551961828558,0.0,0.0,0.2060546875,0.2969349500830804,0.0,0.0,0.09679214503293095
25,0.5400390625,0.24382528425081615,0.0,0.0,0.1796875,0.2584658271652408,0.0,0.0,0.08050167272100736
26,0.55078125,0.2633500463287697,0.0,0.0,0.185546875,0.26699564686010907,0.0,0.0,0.08344952942493764
27,0.5576171875,0.2505122143420016,0.0,0.0,0.2197265625,0.31731698273849573,0.0,0.0,0.1091937871260971
