epoch,train_all,train_many,train_median,train_low,val_all,val_many,val_median,val_low,val_fscore
0,0.0009506360619469026,0.002853880818396752,0.0,nan,0.00048828125,0.0029498525073746312,0.0,0.0,1.1079295068771955e-06
1,0.0005530973451327434,0.002169023311215152,0.0,0.0,0.00048828125,0.0029498525073746312,0.0,0.0,1.1100966061571508e-06
2,0.635050815818584,0.0019433413177562492,0.0021050911803464057,0.0,0.0009765625,0.0024582104228121925,0.0,0.0,1.1962670372808622e-05
3,0.876581512721239,0.002531847664733712,0.0021051385639929854,0.0,0.00048828125,0.0014749262536873156,0.0,0.0,3.7772837929972935e-06
4,0.876667934181416,0.0025205133099753417,0.0021051385639929854,0.0,0.0009765625,0.003933136676499508,0.0,0.0,2.7917440596798053e-05
5,0.004208725110619469,0.002735500969018495,9.0122922266903e-06,0.0,0.0,0.0,0.0,0.0,0.0
6,0.004312430862831859,0.003270723171949838,0.0020765550239234447,0.0,0.0009765625,0.0014749262536873156,0.0,0.0,4.394522666947916e-06
7,0.8764518805309734,0.0024519685279428827,0.0021051385639929854,0.0,0.00048828125,0.000983284169124877,0.0,0.0,1.5839200437161933e-05
8,0.009022400442477875,0.003164112266559925,2.047493118782635e-05,0.0,0.00048828125,0.0029498525073746312,0.0,0.0,1.2563074485840473e-06
9,0.008910052544247787,0.0027650773471793655,0.0020925297113752123,nan,0.00146484375,0.004916420845624385,0.0,0.0,6.569517047296877e-06
10,0.000449391592920354,0.002380893785146284,0.0,0.0,0.00146484375,0.0022123893805309734,0.0,0.0,7.928579357150786e-06
11,0.0005617394911504425,0.0033359402924022035,0.0,0.0,0.0009765625,0.0017207472959685347,0.0,0.0,1.5163669215751394e-05
12,0.009333517699115045,0.0024793450625787256,0.0001991648238920368,nan,0.00146484375,0.0034414945919370695,0.0,0.0,8.486579942021895e-06
13,0.05423810840707965,0.002783001836135969,0.002804989677597429,nan,0.0009765625,0.0029498525073746312,0.002352941176470588,0.0,0.000757883624575515
14,0.8767025027654868,0.0036018034559341084,0.0021051385639929854,0.0,0.00146484375,0.006882989183874139,0.0,0.0,1.8818872952286617e-05
15,0.8766074391592921,0.0027066423646668137,0.0021051385639929854,0.0,0.0009765625,0.003687315634218289,0.0,0.0,8.583471053204708e-06
16,0.8765296598451328,0.0026760959676990614,0.0021051385639929854,0.0,0.00146484375,0.0024582104228121925,0.0,0.0,2.481921458467301e-05
17,0.8767197870575221,0.003825250418377111,0.0021051385639929854,0.0,0.0009765625,0.0014749262536873156,0.0,0.0,7.1746340013191585e-06
18,0.8765469441371682,0.0024542890225612056,0.0024560157569754417,0.0,0.0,0.0,0.0,0.0,0.0
19,0.8766420077433629,0.0033433152836728087,0.0023682964587298273,0.0,0.00048828125,0.000983284169124877,0.0,0.0,0.00025166729583490623
20,0.8766506498893806,0.004269608824051328,0.002315664879782459,0.0,0.0009765625,0.0014749262536873156,0.0,0.0,3.673377928141381e-06
21,0.0005444551991150442,0.003210442381986689,0.0,0.0,0.0009765625,0.0024582104228121925,0.0,0.0,6.535682349993712e-05
22,0.0004321073008849558,0.002783269961170055,0.0007017543859649122,0.0,0.0009765625,0.001966568338249754,0.0,0.0,2.609365011024567e-06
23,0.8765728705752213,0.0030884676982955613,0.002698439999399684,0.0,0.0009765625,0.003933136676499508,0.0,0.0,0.0003790616035513995
24,0.8765987970132744,0.0032588694053519254,0.0024560157569754417,0.0,0.00048828125,0.000983284169124877,0.0,0.0,0.00025138260432378077
25,0.8767284292035398,0.003750777425088699,0.003938054186382292,0.0,0.00244140625,0.007374631268436578,0.0,0.0,0.00027058160406685377
26,0.8766247234513275,0.0030398490300194187,0.003637302306683044,0.0,0.00244140625,0.002458210422812193,0.0,0.0,8.32442619730222e-06
27,0.0005963080752212389,0.0031211630651671878,0.0006583100498479435,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0008469303097345133,0.003152845758187572,0.0012955465587044534,0.0002617919205596931,0.0009765625,0.0029498525073746312,0.0,0.0,2.616934444483699e-06
29,0.05008123617256637,0.003960927307472233,0.0022944420135684713,nan,0.00048828125,0.0007374631268436578,0.0,0.0,2.4462796978355316e-06
30,0.8765728705752213,0.004277350081797246,0.0021051385639929854,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0005358130530973451,0.004180751924470506,0.0008054226475279107,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0006308766592920354,0.003044785523795803,0.0008054226475279107,nan,0.00146484375,0.0034414945919370695,0.0,0.0,8.17415268019139e-06
33,0.02297082411504425,0.004565741688899516,0.001890914055566933,nan,0.001953125,0.004424778761061947,0.0,0.0,3.386504467000413e-05
34,0.024051092367256638,0.0041157943199690615,0.0023637856108160308,nan,0.00048828125,0.0014749262536873156,0.0,0.0,2.0841670001333865e-06
35,0.8767457134955752,0.004860893747498828,0.0021051385639929854,0.0,0.0,0.0,0.0,0.0,0.0
36,0.8766592920353983,0.00382863451687738,0.002639808572347204,0.0,0.0009765625,0.0029498525073746312,0.0,0.0,2.1249546512161354e-05
37,0.8766592920353983,0.003984603093542519,0.0032113130912201438,0.0,0.0,0.0,0.0,0.0,0.0
38,0.8767629977876106,0.004308895733772139,0.0031515044787799526,0.0,0.0009765625,0.0022123893805309734,0.0,0.0,6.402308716677086e-05
39,0.000751866703539823,0.005029836353367658,0.0020551378446115286,0.0,0.00146484375,0.0029498525073746312,0.0,0.0,3.333033360330904e-06
40,0.0007432245575221239,0.005141943480346231,0.0004253056884635832,0.0,0.0,0.0,0.0,0.0,0.0
41,0.8769876935840708,0.0056424675260702195,0.0036047208530489584,0.0,0.00146484375,0.0022123893805309734,0.0,0.0,8.052826542116283e-06
42,0.8768753456858407,0.0054464639591770775,0.0021051385639929854,0.0,0.00048828125,0.0029498525073746312,0.0,0.0,3.542142642084197e-06
43,0.8769876935840708,0.006251418320605884,0.0031854150126904867,0.0,0.0009765625,0.0029498525073746312,0.0,0.0,4.539252420608352e-05
44,0.0015901548672566373,0.007852569673400393,0.000935672514619883,nan,0.00146484375,0.003933136676499508,0.0,0.0,0.00013899527369301182
45,0.0013049640486725664,0.008639058814506698,0.0032740183792815372,nan,0.0029296875,0.004916420845624385,0.0,0.0,7.909552399908838e-05
46,0.001054341814159292,0.006722963190003439,0.0007894736842105263,nan,0.00146484375,0.003933136676499508,0.0,0.0,9.131326361790528e-05
47,0.8771691786504425,0.007024420675268762,0.0029530917803672545,0.0,0.00048828125,0.0029498525073746312,0.0,0.0,3.417681718136953e-06
48,0.8772988108407079,0.008970777492735256,0.0043751764036902676,0.0,0.0009765625,0.001966568338249754,0.0,0.0,0.00032731376975169297
