Epoch,Step,Total,CE,feat
73,0,0.01153564453125,0.01153564453125,
73,10,0.01153564453125,0.01153564453125,
73,20,0.00848388671875,0.00848388671875,
73,30,0.044677734375,0.044677734375,
73,40,0.00927734375,0.00927734375,
73,50,0.00933837890625,0.00933837890625,
73,60,0.007049560546875,0.007049560546875,
73,70,0.006805419921875,0.006805419921875,
73,80,0.0091552734375,0.0091552734375,
73,90,0.027587890625,0.027587890625,
73,100,0.04833984375,0.04833984375,
73,110,0.00946044921875,0.00946044921875,
74,0,0.01165771484375,0.01165771484375,
74,10,0.01123046875,0.01123046875,
74,20,0.0084228515625,0.0084228515625,
74,30,0.044677734375,0.044677734375,
74,40,0.0091552734375,0.0091552734375,
74,50,0.009521484375,0.009521484375,
74,60,0.007232666015625,0.007232666015625,
74,70,0.0067138671875,0.0067138671875,
74,80,0.00909423828125,0.00909423828125,
74,90,0.02685546875,0.02685546875,
74,100,0.046630859375,0.046630859375,
74,110,0.00933837890625,0.00933837890625,
75,0,0.01153564453125,0.01153564453125,
75,10,0.01116943359375,0.01116943359375,
75,20,0.0084228515625,0.0084228515625,
75,30,0.04443359375,0.04443359375,
75,40,0.0089111328125,0.0089111328125,
75,50,0.00933837890625,0.00933837890625,
75,60,0.007171630859375,0.007171630859375,
75,70,0.006744384765625,0.006744384765625,
75,80,0.0087890625,0.0087890625,
75,90,0.0257568359375,0.0257568359375,
75,100,0.044921875,0.044921875,
75,110,0.0091552734375,0.0091552734375,
76,0,0.01129150390625,0.01129150390625,
76,10,0.0111083984375,0.0111083984375,
76,20,0.00830078125,0.00830078125,
76,30,0.044677734375,0.044677734375,
76,40,0.00897216796875,0.00897216796875,
76,50,0.0091552734375,0.0091552734375,
76,60,0.006988525390625,0.006988525390625,
76,70,0.006683349609375,0.006683349609375,
76,80,0.00909423828125,0.00909423828125,
76,90,0.0255126953125,0.0255126953125,
76,100,0.04541015625,0.04541015625,
76,110,0.00927734375,0.00927734375,
77,0,0.01141357421875,0.01141357421875,
77,10,0.0111083984375,0.0111083984375,
77,20,0.0081787109375,0.0081787109375,
77,30,0.044189453125,0.044189453125,
77,40,0.0087890625,0.0087890625,
77,50,0.00927734375,0.00927734375,
77,60,0.00714111328125,0.00714111328125,
77,70,0.006622314453125,0.006622314453125,
77,80,0.00885009765625,0.00885009765625,
77,90,0.026611328125,0.026611328125,
77,100,0.04541015625,0.04541015625,
77,110,0.0093994140625,0.0093994140625,
78,0,0.01123046875,0.01123046875,
78,10,0.0113525390625,0.0113525390625,
78,20,0.008544921875,0.008544921875,
78,30,0.0439453125,0.0439453125,
78,40,0.00897216796875,0.00897216796875,
78,50,0.00927734375,0.00927734375,
78,60,0.006744384765625,0.006744384765625,
78,70,0.006805419921875,0.006805419921875,
78,80,0.0089111328125,0.0089111328125,
78,90,0.0257568359375,0.0257568359375,
78,100,0.045166015625,0.045166015625,
78,110,0.00970458984375,0.00970458984375,
79,0,0.01141357421875,0.01141357421875,
79,10,0.01123046875,0.01123046875,
79,20,0.008544921875,0.008544921875,
79,30,0.04443359375,0.04443359375,
79,40,0.00909423828125,0.00909423828125,
79,50,0.00970458984375,0.00970458984375,
79,60,0.00714111328125,0.00714111328125,
79,70,0.00701904296875,0.00701904296875,
79,80,0.00897216796875,0.00897216796875,
79,90,0.025146484375,0.025146484375,
79,100,0.045166015625,0.045166015625,
79,110,0.00982666015625,0.00982666015625,
80,0,0.01141357421875,0.01141357421875,
80,10,0.01092529296875,0.01092529296875,
80,20,0.00872802734375,0.00872802734375,
80,30,0.044189453125,0.044189453125,
80,40,0.00946044921875,0.00946044921875,
80,50,0.0091552734375,0.0091552734375,
80,60,0.006805419921875,0.006805419921875,
80,70,0.00701904296875,0.00701904296875,
80,80,0.00885009765625,0.00885009765625,
80,90,0.025146484375,0.025146484375,
80,100,0.045166015625,0.045166015625,
80,110,0.00958251953125,0.00958251953125,
81,0,0.01104736328125,0.01104736328125,
81,10,0.01080322265625,0.01080322265625,
81,20,0.0084228515625,0.0084228515625,
81,30,0.0439453125,0.0439453125,
81,40,0.0089111328125,0.0089111328125,
81,50,0.00933837890625,0.00933837890625,
81,60,0.006805419921875,0.006805419921875,
81,70,0.006805419921875,0.006805419921875,
81,80,0.009033203125,0.009033203125,
81,90,0.02587890625,0.02587890625,
81,100,0.044189453125,0.044189453125,
81,110,0.00946044921875,0.00946044921875,
82,0,0.01141357421875,0.01141357421875,
82,10,0.01104736328125,0.01104736328125,
82,20,0.00872802734375,0.00872802734375,
82,30,0.0439453125,0.0439453125,
82,40,0.00885009765625,0.00885009765625,
82,50,0.00921630859375,0.00921630859375,
82,60,0.006988525390625,0.006988525390625,
82,70,0.00653076171875,0.00653076171875,
82,80,0.0089111328125,0.0089111328125,
82,90,0.0257568359375,0.0257568359375,
82,100,0.045166015625,0.045166015625,
82,110,0.00958251953125,0.00958251953125,
83,0,0.01153564453125,0.01153564453125,
83,10,0.010986328125,0.010986328125,
83,20,0.00872802734375,0.00872802734375,
83,30,0.044189453125,0.044189453125,
83,40,0.0091552734375,0.0091552734375,
83,50,0.00927734375,0.00927734375,
83,60,0.007080078125,0.007080078125,
83,70,0.006866455078125,0.006866455078125,
83,80,0.00872802734375,0.00872802734375,
83,90,0.025390625,0.025390625,
83,100,0.044921875,0.044921875,
83,110,0.0093994140625,0.0093994140625,
84,0,0.01141357421875,0.01141357421875,
84,10,0.0107421875,0.0107421875,
84,20,0.008544921875,0.008544921875,
84,30,0.0439453125,0.0439453125,
84,40,0.0089111328125,0.0089111328125,
84,50,0.00933837890625,0.00933837890625,
84,60,0.006927490234375,0.006927490234375,
84,70,0.0064697265625,0.0064697265625,
84,80,0.00921630859375,0.00921630859375,
84,90,0.0260009765625,0.0260009765625,
84,100,0.044921875,0.044921875,
84,110,0.00958251953125,0.00958251953125,
85,0,0.0111083984375,0.0111083984375,
85,10,0.010986328125,0.010986328125,
85,20,0.00836181640625,0.00836181640625,
85,30,0.0439453125,0.0439453125,
85,40,0.0089111328125,0.0089111328125,
85,50,0.00927734375,0.00927734375,
85,60,0.006866455078125,0.006866455078125,
85,70,0.00677490234375,0.00677490234375,
85,80,0.009033203125,0.009033203125,
85,90,0.0255126953125,0.0255126953125,
85,100,0.0439453125,0.0439453125,
85,110,0.0098876953125,0.0098876953125,
86,0,0.01123046875,0.01123046875,
86,10,0.010986328125,0.010986328125,
86,20,0.00860595703125,0.00860595703125,
86,30,0.044189453125,0.044189453125,
86,40,0.009033203125,0.009033203125,
86,50,0.00921630859375,0.00921630859375,
86,60,0.00701904296875,0.00701904296875,
86,70,0.007080078125,0.007080078125,
86,80,0.00897216796875,0.00897216796875,
86,90,0.0257568359375,0.0257568359375,
86,100,0.044921875,0.044921875,
86,110,0.00933837890625,0.00933837890625,
87,0,0.01190185546875,0.01190185546875,
87,10,0.01104736328125,0.01104736328125,
87,20,0.0086669921875,0.0086669921875,
87,30,0.044189453125,0.044189453125,
87,40,0.00897216796875,0.00897216796875,
87,50,0.00921630859375,0.00921630859375,
87,60,0.007080078125,0.007080078125,
87,70,0.0067138671875,0.0067138671875,
87,80,0.0086669921875,0.0086669921875,
87,90,0.0255126953125,0.0255126953125,
87,100,0.044921875,0.044921875,
87,110,0.009765625,0.009765625,
88,0,0.01202392578125,0.01202392578125,
88,10,0.0111083984375,0.0111083984375,
88,20,0.008544921875,0.008544921875,
88,30,0.044189453125,0.044189453125,
88,40,0.00909423828125,0.00909423828125,
88,50,0.0093994140625,0.0093994140625,
88,60,0.0067138671875,0.0067138671875,
88,70,0.00689697265625,0.00689697265625,
88,80,0.0091552734375,0.0091552734375,
88,90,0.0257568359375,0.0257568359375,
88,100,0.045166015625,0.045166015625,
88,110,0.0096435546875,0.0096435546875,
89,0,0.01141357421875,0.01141357421875,
89,10,0.01092529296875,0.01092529296875,
89,20,0.0081787109375,0.0081787109375,
89,30,0.044189453125,0.044189453125,
89,40,0.00927734375,0.00927734375,
89,50,0.00921630859375,0.00921630859375,
89,60,0.006744384765625,0.006744384765625,
89,70,0.006683349609375,0.006683349609375,
89,80,0.00885009765625,0.00885009765625,
89,90,0.0263671875,0.0263671875,
89,100,0.044921875,0.044921875,
89,110,0.00946044921875,0.00946044921875,
90,0,0.01177978515625,0.01177978515625,
90,10,0.01116943359375,0.01116943359375,
90,20,0.00860595703125,0.00860595703125,
90,30,0.0439453125,0.0439453125,
90,40,0.0089111328125,0.0089111328125,
90,50,0.00927734375,0.00927734375,
90,60,0.006988525390625,0.006988525390625,
90,70,0.00677490234375,0.00677490234375,
90,80,0.0089111328125,0.0089111328125,
90,90,0.025390625,0.025390625,
90,100,0.044921875,0.044921875,
90,110,0.0096435546875,0.0096435546875,
