epoch,train_all,train_many,train_median,train_low,val_all,val_many,val_median,val_low,val_fscore
1,0.005738384955752213,0.002895378565455611,0.0,0.0,0.00041118421052631577,0.000931098696461825,0.0,0.0,9.684446826818363e-07
2,0.0078125,0.003948494175423081,0.0002100840336134454,0.0,0.0024671052631578946,0.0074487895716946,0.0,0.0,0.00019183380458504519
3,0.007881637168141593,0.004870022773964619,0.0,0.0,0.002055921052631579,0.005121042830540037,0.0,0.0,0.00020263475739784346
4,0.007535951327433628,0.0048942662268227485,0.0003819709702062643,0.0,0.005345394736842105,0.00919459962756052,0.003453453453453453,0.0,0.000887654333422883
5,0.011822455752212389,0.008827092263867225,0.0007321110262286733,0.0,0.003289473684210526,0.005353817504655493,0.003003003003003003,0.0,0.0002564136384720992
6,0.015417588495575221,0.011152713021729418,0.0005320309942158682,0.0,0.003700657894736842,0.011405959031657354,0.0,0.0,0.0005113900125866368
7,0.01749170353982301,0.01453252887133276,0.0006777186399035139,0.0,0.005756578947368421,0.011266294227188082,0.0033783783783783786,0.0,0.0016109801242949122
8,0.020118915929203538,0.018794746167018345,0.0028487910315641404,0.0,0.009046052631578948,0.029655493482309125,0.0021396396396396395,0.0,0.0032309328380188485
9,0.02820796460176991,0.02753180010757549,0.005761025272579894,0.0,0.011924342105263159,0.02770018621973929,0.006193693693693694,0.0,0.004162131973637974
10,0.03339325221238938,0.03313053474631681,0.008657495632285548,0.0,0.014391447368421052,0.03317039106145252,0.00882132132132132,0.0,0.006282822183452248
11,0.04286504424778761,0.042858177222547686,0.00999597099912226,0.0,0.02837171052631579,0.054376163873370575,0.01807432432432432,0.0,0.012780715575392218
12,0.05129977876106195,0.052501951143451235,0.013061203502379971,0.0,0.03289473684210526,0.05972998137802607,0.022184684684684684,0.008,0.015722820875019975
13,0.060080199115044246,0.06067553550482305,0.020284600711256668,0.0,0.030016447368421052,0.0520949720670391,0.025713213213213213,0.0,0.014690839845335
14,0.07114214601769911,0.07355462643245186,0.023671496570656238,0.0078125,0.038240131578947366,0.06280260707635009,0.028997747747747746,0.0,0.01982707467501193
15,0.08185840707964602,0.08366957169966041,0.03118509350126997,0.010416666666666666,0.0390625,0.07136871508379888,0.03016141141141141,0.0,0.023249286262219084
16,0.09347345132743363,0.09629431095990537,0.04034706831450528,0.013020833333333334,0.047697368421052634,0.08358938547486033,0.032547726297726294,0.002,0.026046525103860282
17,0.10266869469026549,0.1069731421435399,0.045127389533902135,0.0078125,0.05592105263157895,0.100256052141527,0.038478657228657225,0.006,0.03391141061101533
18,0.11469856194690266,0.11665836331838943,0.05661621874857169,0.0234375,0.04276315789473684,0.06645716945996274,0.03343253968253968,0.002,0.026935540351017185
19,0.12562223451327434,0.12724980478006354,0.06091584652509022,0.030381944444444444,0.049342105263157895,0.07837855812716148,0.041031209781209776,0.008,0.030816187968018466
20,0.13696073008849557,0.13862984766528685,0.06990045435423588,0.021701388888888885,0.04070723684210526,0.06717877094972066,0.033000858000858,0.006,0.025765231774472486
21,0.1455337389380531,0.14681576858398904,0.07776411058047242,0.027777777777777776,0.05921052631578947,0.10174913540835327,0.040977584727584726,0.016,0.03568366295817254
22,0.15500553097345132,0.15663995158470878,0.0735248536889046,0.021701388888888885,0.05263157894736842,0.0734902899707369,0.04429429429429429,0.016,0.03591443362392951
23,0.16724280973451328,0.16969795531216988,0.08577294056934444,0.028645833333333332,0.060032894736842105,0.09085195530726256,0.045685864435864434,0.010666666666666666,0.03835384295530605
24,0.17948008849557523,0.1835792186642813,0.0987209557139735,0.035590277777777776,0.04975328947368421,0.07860800744878957,0.04142803517803518,0.008,0.03337713580018045
25,0.19068030973451328,0.1918911593342685,0.10701000765725185,0.04600694444444444,0.04317434210526316,0.07676908752327748,0.029281960531960534,0.012,0.0273678418425671
26,0.20630530973451328,0.21290041625925354,0.11170311536104911,0.049479166666666664,0.04399671052631579,0.07567504655493482,0.028386422136422135,0.006,0.027603778735341852
27,0.22303650442477876,0.22591645267111618,0.1303087510885336,0.032986111111111105,0.05180921052631579,0.08542830540037244,0.04221364221364221,0.018,0.03411231950885061
28,0.2295353982300885,0.23604222790732973,0.1265823050734074,0.048611111111111105,0.02837171052631579,0.051423250864591645,0.020213963963963962,0.016666666666666663,0.016294306877910513
29,0.24363938053097345,0.24746108478986517,0.1465537464471597,0.05902777777777777,0.032072368421052634,0.05281989890928438,0.025750750750750753,0.006,0.01892931944980539
30,0.2520049778761062,0.2564580377804687,0.1528819724105191,0.09809027777777778,0.04399671052631579,0.0717411545623836,0.027405083655083654,0.008,0.0292456682920972
31,0.2591261061946903,0.26572750366489484,0.1545977691090148,0.06597222222222222,0.0390625,0.06739491886139931,0.03515658515658516,0.01,0.026030718769144544
32,0.27945243362831856,0.28532585914335745,0.16591083540230844,0.08159722222222221,0.032072368421052634,0.04653498270816707,0.029279279279279275,0.004666666666666666,0.01689373112540966
33,0.30040099557522126,0.3052799163564982,0.18443109658507584,0.11458333333333331,0.04399671052631579,0.07847831870178239,0.02798691548691548,0.018666666666666665,0.02834629655921552
34,0.310287610619469,0.319323502741468,0.18474431679294506,0.10763888888888888,0.038651315789473686,0.06354748603351955,0.03016141141141141,0.014,0.02359751756318149
35,0.3243224557522124,0.3248539069586839,0.21746516977145994,0.1189236111111111,0.05304276315789474,0.07814245810055866,0.03891302016302016,0.018666666666666665,0.03450346548285189
36,0.34063882743362833,0.3474992462441202,0.22963879796399572,0.15625,0.06537828947368421,0.09713687150837988,0.05587462462462463,0.022666666666666665,0.04602349714537043
37,0.35405143805309736,0.3602960046427063,0.24393250872953048,0.1501736111111111,0.053865131578947366,0.08289438680500133,0.040371621621621626,0.012933333333333331,0.03974083348666456
38,0.3573700221238938,0.366618012352728,0.23632113461729132,0.12499999999999999,0.04194078947368421,0.059497206703910614,0.03802552552552552,0.0136,0.02799616770386733
39,0.37576050884955753,0.38211588460950985,0.2620726041342082,0.1267361111111111,0.06085526315789474,0.11189478584729982,0.041760510510510516,0.007333333333333333,0.043385019072133095
40,0.3938744469026549,0.40146480942853147,0.28033674922732016,0.13194444444444442,0.04893092105263158,0.07781989890928438,0.033783783783783786,0.03466666666666667,0.03655907720831255
41,0.42436393805309736,0.43365661984772413,0.29665248298002866,0.16927083333333334,0.04399671052631579,0.07162476722532589,0.03385885885885886,0.028666666666666663,0.028405186282210594
42,0.44842367256637167,0.4617011145062041,0.315921219029227,0.20833333333333334,0.05674342105263158,0.09560055865921788,0.04915808665808666,0.021333333333333333,0.04138871849736551
43,0.4677820796460177,0.47870482509123496,0.34348006067914616,0.24565972222222224,0.055509868421052634,0.07351356743814845,0.05116902616902616,0.016666666666666663,0.03570990186218757
44,0.4890071902654867,0.5038691810599887,0.3840294806048019,0.2512152777777778,0.05057565789473684,0.06820297951582867,0.043699056199056195,0.022,0.03471206073299129
45,0.5172842920353983,0.5249376858517472,0.4273686833159152,0.2899305555555555,0.04317434210526316,0.05418994413407821,0.033952702702702696,0.024,0.030172823780571383
46,0.5342228982300885,0.5464339322424473,0.42098537018674187,0.278125,0.05592105263157895,0.08296421920723597,0.03710585585585585,0.013333333333333332,0.0361827273943039
47,0.5626382743362832,0.5853086251460546,0.4645998751550531,0.3380208333333334,0.04975328947368421,0.05621508379888268,0.05429804804804805,0.026,0.03656242321755272
48,0.5920215707964602,0.610676695238667,0.49213102027455713,0.37274305555555554,0.04276315789473684,0.060777467411545626,0.038982732732732735,0.014,0.03063782531077737
49,0.6254148230088495,0.6385320765729131,0.531807969485614,0.3840277777777778,0.04070723684210526,0.05551675977653631,0.0348536036036036,0.032,0.027345593870851254
50,0.6643390486725663,0.6810135288610318,0.5982178281980556,0.4911458333333334,0.04523026315789474,0.056032189412077674,0.0367519305019305,0.037599999999999995,0.0318011337597549
51,0.7037472345132744,0.7175521720820711,0.6612100897537132,0.5357638888888889,0.041529605263157895,0.05154296355413673,0.035644573144573144,0.03533333333333333,0.02846064440225379
52,0.7510370575221239,0.763365328074987,0.718652288832714,0.6027777777777777,0.04564144736842105,0.05391393987762702,0.04542310167310168,0.018666666666666665,0.03474718503918343
53,0.8055171460176991,0.8142992041235799,0.794729864728011,0.6769097222222222,0.04317434210526316,0.05920125033253525,0.03554804804804804,0.022,0.033101512895172665
54,0.8531526548672567,0.8579414312335778,0.8572733187955012,0.7281249999999999,0.05139802631578947,0.06448191008246874,0.040299227799227795,0.05466666666666666,0.03757530409884531
55,0.8999585176991151,0.9039613232833331,0.9187512541009822,0.8737847222222221,0.04893092105263158,0.06937350359138067,0.03906317031317031,0.03066666666666667,0.03604188289884693
56,0.9377074115044248,0.9421399049637403,0.9600707906225702,0.9388888888888888,0.061677631578947366,0.07933625964352221,0.04850117975117975,0.04666666666666666,0.04920281412254576
57,0.9705475663716814,0.9727269705781085,0.9853888204465936,0.9753472222222221,0.07360197368421052,0.09144054269752593,0.0634223509223509,0.04780952380952381,0.06055705229913375
