Epoch,Step,Total,CE,feat
28,0,4.5625,4.5625,
28,10,4.59375,4.59375,
28,20,4.46875,4.46875,
29,0,4.46875,4.46875,
29,10,4.53125,4.53125,
29,20,4.4375,4.4375,
30,0,4.34375,4.34375,
30,10,4.4375,4.4375,
30,20,4.375,4.375,
31,0,4.28125,4.28125,
31,10,4.375,4.375,
31,20,4.25,4.25,
32,0,4.21875,4.21875,
32,10,4.25,4.25,
32,20,4.15625,4.15625,
33,0,4.1875,4.1875,
33,10,4.1875,4.1875,
33,20,4.125,4.125,
34,0,4.125,4.125,
34,10,4.09375,4.09375,
34,20,4.0,4.0,
35,0,4.0,4.0,
35,10,4.03125,4.03125,
35,20,3.96875,3.96875,
36,0,3.96875,3.96875,
36,10,3.90625,3.90625,
36,20,3.921875,3.921875,
37,0,3.890625,3.890625,
37,10,3.8125,3.8125,
37,20,3.8125,3.8125,
38,0,3.78125,3.78125,
38,10,3.734375,3.734375,
38,20,3.796875,3.796875,
39,0,3.75,3.75,
39,10,3.71875,3.71875,
39,20,3.671875,3.671875,
40,0,3.65625,3.65625,
40,10,3.546875,3.546875,
40,20,3.5625,3.5625,
41,0,3.625,3.625,
41,10,3.4375,3.4375,
41,20,3.5,3.5,
42,0,3.59375,3.59375,
42,10,3.46875,3.46875,
42,20,3.4375,3.4375,
43,0,3.5,3.5,
43,10,3.328125,3.328125,
43,20,3.203125,3.203125,
44,0,3.3125,3.3125,
44,10,3.1875,3.1875,
44,20,3.140625,3.140625,
45,0,3.265625,3.265625,
45,10,2.96875,2.96875,
45,20,3.015625,3.015625,
46,0,3.203125,3.203125,
46,10,3.0,3.0,
46,20,2.953125,2.953125,
47,0,3.15625,3.15625,
47,10,3.0,3.0,
47,20,2.78125,2.78125,
48,0,2.890625,2.890625,
48,10,2.890625,2.890625,
48,20,2.578125,2.578125,
49,0,2.75,2.75,
49,10,2.671875,2.671875,
49,20,2.5,2.5,
50,0,2.8125,2.8125,
50,10,2.53125,2.53125,
50,20,2.390625,2.390625,
51,0,2.484375,2.484375,
51,10,2.5,2.5,
51,20,2.265625,2.265625,
52,0,2.390625,2.390625,
52,10,2.265625,2.265625,
52,20,2.0625,2.0625,
53,0,2.203125,2.203125,
53,10,2.125,2.125,
53,20,2.0625,2.0625,
54,0,2.046875,2.046875,
54,10,1.9296875,1.9296875,
54,20,1.890625,1.890625,
55,0,1.8984375,1.8984375,
55,10,1.8125,1.8125,
55,20,1.65625,1.65625,
56,0,1.765625,1.765625,
56,10,1.6328125,1.6328125,
56,20,1.53125,1.53125,
57,0,1.5390625,1.5390625,
57,10,1.4765625,1.4765625,
57,20,1.5078125,1.5078125,
58,0,1.515625,1.515625,
58,10,1.3203125,1.3203125,
58,20,1.3359375,1.3359375,
59,0,1.4140625,1.4140625,
59,10,1.25,1.25,
59,20,1.1953125,1.1953125,
60,0,1.2734375,1.2734375,
60,10,1.15625,1.15625,
60,20,1.078125,1.078125,
61,0,1.2109375,1.2109375,
61,10,1.03125,1.03125,
61,20,0.86328125,0.86328125,
62,0,0.859375,0.859375,
62,10,0.8046875,0.8046875,
62,20,0.66796875,0.66796875,
63,0,0.671875,0.671875,
63,10,0.59765625,0.59765625,
63,20,0.486328125,0.486328125,
64,0,0.61328125,0.61328125,
64,10,0.47265625,0.47265625,
64,20,0.365234375,0.365234375,
65,0,0.38671875,0.38671875,
65,10,0.337890625,0.337890625,
65,20,0.25390625,0.25390625,
66,0,0.28515625,0.28515625,
66,10,0.26953125,0.26953125,
66,20,0.1650390625,0.1650390625,
67,0,0.255859375,0.255859375,
67,10,0.205078125,0.205078125,
67,20,0.142578125,0.142578125,
68,0,0.2138671875,0.2138671875,
68,10,0.1806640625,0.1806640625,
68,20,0.12890625,0.12890625,
69,0,0.1982421875,0.1982421875,
69,10,0.169921875,0.169921875,
69,20,0.1240234375,0.1240234375,
70,0,0.1904296875,0.1904296875,
70,10,0.162109375,0.162109375,
70,20,0.12109375,0.12109375,
71,0,0.18359375,0.18359375,
71,10,0.1572265625,0.1572265625,
71,20,0.11865234375,0.11865234375,
72,0,0.1787109375,0.1787109375,
72,10,0.1552734375,0.1552734375,
72,20,0.1142578125,0.1142578125,
73,0,0.173828125,0.173828125,
73,10,0.1513671875,0.1513671875,
73,20,0.11083984375,0.11083984375,
74,0,0.171875,0.171875,
74,10,0.150390625,0.150390625,
74,20,0.109375,0.109375,
75,0,0.169921875,0.169921875,
75,10,0.1474609375,0.1474609375,
75,20,0.10791015625,0.10791015625,
76,0,0.1689453125,0.1689453125,
76,10,0.1474609375,0.1474609375,
76,20,0.107421875,0.107421875,
77,0,0.16796875,0.16796875,
77,10,0.146484375,0.146484375,
77,20,0.1064453125,0.1064453125,
78,0,0.16796875,0.16796875,
78,10,0.1455078125,0.1455078125,
78,20,0.1064453125,0.1064453125,
79,0,0.1669921875,0.1669921875,
79,10,0.1455078125,0.1455078125,
79,20,0.10595703125,0.10595703125,
80,0,0.166015625,0.166015625,
80,10,0.1455078125,0.1455078125,
80,20,0.10595703125,0.10595703125,
81,0,0.1669921875,0.1669921875,
81,10,0.1455078125,0.1455078125,
81,20,0.10546875,0.10546875,
82,0,0.166015625,0.166015625,
82,10,0.14453125,0.14453125,
82,20,0.1064453125,0.1064453125,
83,0,0.166015625,0.166015625,
83,10,0.14453125,0.14453125,
83,20,0.10595703125,0.10595703125,
84,0,0.166015625,0.166015625,
84,10,0.14453125,0.14453125,
84,20,0.10595703125,0.10595703125,
85,0,0.166015625,0.166015625,
85,10,0.14453125,0.14453125,
85,20,0.10546875,0.10546875,
86,0,0.1669921875,0.1669921875,
86,10,0.14453125,0.14453125,
86,20,0.10546875,0.10546875,
87,0,0.166015625,0.166015625,
87,10,0.14453125,0.14453125,
87,20,0.10595703125,0.10595703125,
88,0,0.166015625,0.166015625,
88,10,0.14453125,0.14453125,
88,20,0.10546875,0.10546875,
89,0,0.166015625,0.166015625,
89,10,0.14453125,0.14453125,
89,20,0.10546875,0.10546875,
90,0,0.166015625,0.166015625,
90,10,0.14453125,0.14453125,
90,20,0.10498046875,0.10498046875,
